OBJECTID,Shape,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,City,Shape_Length,Shape_Area
149,,26,163,518900,26163518900,5189,Census Tract 5189,G5020,S,1844379,0,+42.3525953,-083.0435070,Detroit,23057.68791,19850848.16
150,,26,163,513700,26163513700,5137,Census Tract 5137,G5020,S,3327454,505795,+42.3580493,-082.9609921,Detroit,32285.81358,41256978.25
151,,26,163,501500,26163501500,5015,Census Tract 5015,G5020,S,1602780,0,+42.4183457,-082.9264931,Detroit,17366.98491,17250268.67
152,,26,163,501400,26163501400,5014,Census Tract 5014,G5020,S,1272550,0,+42.4091561,-082.9385202,Detroit,16103.7032,13696126.38
153,,26,163,501300,26163501300,5013,Census Tract 5013,G5020,S,1235308,0,+42.4033690,-082.9505462,Detroit,14816.06213,13295381.89
154,,26,163,501200,26163501200,5012,Census Tract 5012,G5020,S,687695,0,+42.4114379,-082.9513090,Detroit,11273.35999,7401530.559
155,,26,163,501100,26163501100,5011,Census Tract 5011,G5020,S,1235566,0,+42.4128315,-082.9601612,Detroit,16719.47038,13298110.87
156,,26,163,501000,26163501000,5010,Census Tract 5010,G5020,S,896049,0,+42.4187276,-082.9515638,Detroit,15976.21584,9643917.715
157,,26,163,500900,26163500900,5009,Census Tract 5009,G5020,S,1166209,0,+42.4223549,-082.9475917,Detroit,17622.00534,12551597.02
158,,26,163,500800,26163500800,5008,Census Tract 5008,G5020,S,804943,0,+42.4246567,-082.9351961,Detroit,11710.28479,8663377.832
159,,26,163,500700,26163500700,5007,Census Tract 5007,G5020,S,1216845,0,+42.4295995,-082.9473259,Detroit,14821.52774,13096514.62
160,,26,163,500600,26163500600,5006,Census Tract 5006,G5020,S,1485934,0,+42.4315247,-082.9651767,Detroit,17228.45434,15992737.12
161,,26,163,500500,26163500500,5005,Census Tract 5005,G5020,S,813327,0,+42.4241342,-082.9679434,Detroit,12354.53255,8753587.715
162,,26,163,500400,26163500400,5004,Census Tract 5004,G5020,S,987878,0,+42.4261558,-082.9793388,Detroit,15285.58254,10632266.86
163,,26,163,500300,26163500300,5003,Census Tract 5003,G5020,S,1284678,0,+42.4388723,-082.9656436,Detroit,16124.1351,13826581.53
164,,26,163,541700,26163541700,5417,Census Tract 5417,G5020,S,1279696,0,+42.4361333,-083.2731759,Detroit,15475.94207,13772802.48
165,,26,163,541500,26163541500,5415,Census Tract 5415,G5020,S,1239091,0,+42.4362189,-083.2633513,Detroit,15494.3536,13335809.19
166,,26,163,541400,26163541400,5414,Census Tract 5414,G5020,S,2530797,3272,+42.4244065,-083.2688858,Detroit,20968.8196,27273232.18
167,,26,163,541300,26163541300,5413,Census Tract 5413,G5020,S,1283782,0,+42.4215788,-083.2821395,Detroit,15740.60463,13816894.78
168,,26,163,541200,26163541200,5412,Census Tract 5412,G5020,S,1139388,0,+42.4220120,-083.2537031,Detroit,15099.93725,12262804.55
169,,26,163,541100,26163541100,5411,Census Tract 5411,G5020,S,1431843,0,+42.4222559,-083.2439581,Detroit,16371.72442,15410392.93
170,,26,163,541000,26163541000,5410,Census Tract 5410,G5020,S,1284427,0,+42.4329511,-083.2487283,Detroit,15758.38749,13823845.49
171,,26,163,540900,26163540900,5409,Census Tract 5409,G5020,S,1262475,0,+42.4401121,-083.2489699,Detroit,15675.43758,13587513.98
172,,26,163,540800,26163540800,5408,Census Tract 5408,G5020,S,1267530,0,+42.4405745,-083.2295474,Detroit,15756.4002,13641897.35
173,,26,163,540700,26163540700,5407,Census Tract 5407,G5020,S,1285936,0,+42.4334044,-083.2292261,Detroit,15863.22373,13840005.27
174,,26,163,540600,26163540600,5406,Census Tract 5406,G5020,S,1197254,0,+42.4224753,-083.2339950,Detroit,15409.57781,12885617.22
175,,26,163,540500,26163540500,5405,Census Tract 5405,G5020,S,1389937,1896,+42.4237296,-083.2251159,Detroit,16240.96914,14979840.62
176,,26,163,540400,26163540400,5404,Census Tract 5404,G5020,S,1277210,0,+42.4193657,-083.2091493,Detroit,15722.50945,13746174.73
177,,26,163,540300,26163540300,5403,Census Tract 5403,G5020,S,1288765,0,+42.4266089,-083.2094015,Detroit,15747.25179,13870500.7
178,,26,163,505400,26163505400,5054,Census Tract 5054,G5020,S,1390236,0,+42.4186463,-082.9937654,Detroit,18230.7387,14962674.44
179,,26,163,505500,26163505500,5055,Census Tract 5055,G5020,S,1905278,0,+42.3970633,-083.0014601,Detroit,20033.72777,20506088.2
180,,26,163,511000,26163511000,5110,Census Tract 5110,G5020,S,5055983,0,+42.4008260,-083.0306599,Detroit,36414.29266,54416183.11
181,,26,163,511300,26163511300,5113,Census Tract 5113,G5020,S,1513883,0,+42.4154477,-083.0497684,Detroit,17942.33883,16293457.05
182,,26,163,523300,26163523300,5233,Census Tract 5233,G5020,S,700693,0,+42.3172270,-083.0975239,Detroit,11859.05187,7541601.283
183,,26,163,523200,26163523200,5232,Census Tract 5232,G5020,S,855804,0,+42.3144563,-083.1042425,Detroit,12645.23429,9211061.772
184,,26,163,523100,26163523100,5231,Census Tract 5231,G5020,S,1475574,0,+42.3259510,-083.1023821,Detroit,19258.28755,15881582.46
185,,26,163,522300,26163522300,5223,Census Tract 5223,G5020,S,1651498,0,+42.3565382,-083.0965947,Detroit,18788.10719,17774853.38
186,,26,163,522200,26163522200,5222,Census Tract 5222,G5020,S,525670,0,+42.3511187,-083.1065656,Detroit,10170.09864,5657701.229
187,,26,163,522100,26163522100,5221,Census Tract 5221,G5020,S,1112081,0,+42.3435090,-083.1014140,Detroit,14617.05573,11969249.2
188,,26,163,522000,26163522000,5220,Census Tract 5220,G5020,S,1606031,0,+42.3435757,-083.0875891,Detroit,18897.83123,17285547.52
189,,26,163,515900,26163515900,5159,Census Tract 5159,G5020,S,1268220,0,+42.3829752,-083.0169292,Detroit,18446.87593,13649579.53
190,,26,163,508100,26163508100,5081,Census Tract 5081,G5020,S,1574310,0,+42.4408940,-083.1014824,Detroit,17815.43833,16943729.17
191,,26,163,511400,26163511400,5114,Census Tract 5114,G5020,S,1951620,0,+42.3900705,-083.0776630,Detroit,18230.5098,21004809.82
192,,26,163,514200,26163514200,5142,Census Tract 5142,G5020,S,982297,0,+42.3817139,-083.0084252,Detroit,15860.93547,10572250.38
193,,26,163,516000,26163516000,5160,Census Tract 5160,G5020,S,1436083,0,+42.3714831,-083.0093251,Detroit,15560.99725,15456313.72
194,,26,163,522500,26163522500,5225,Census Tract 5225,G5020,S,934676,0,+42.3411363,-083.0606837,Detroit,12793.09462,10059820.24
195,,26,163,500200,26163500200,5002,Census Tract 5002,G5020,S,939797,0,+42.4461071,-082.9633178,Detroit,13301.91662,10114711.67
196,,26,163,500100,26163500100,5001,Census Tract 5001,G5020,S,1202405,0,+42.4444014,-082.9509210,Detroit,16355.32162,12941071.58
197,,26,163,540200,26163540200,5402,Census Tract 5402,G5020,S,1275281,0,+42.4338414,-083.2097474,Detroit,15807.9163,13725355.92
198,,26,163,540100,26163540100,5401,Census Tract 5401,G5020,S,1239901,0,+42.4409076,-083.2102951,Detroit,15199.31126,13344586.97
199,,26,163,539700,26163539700,5397,Census Tract 5397,G5020,S,743932,0,+42.4346911,-083.1956884,Detroit,13307.32377,8006637.048
200,,26,163,539600,26163539600,5396,Census Tract 5396,G5020,S,1113226,0,+42.4267839,-083.1911640,Detroit,15105.76228,11981304.45
201,,26,163,539500,26163539500,5395,Census Tract 5395,G5020,S,1569337,0,+42.4198239,-083.1873321,Detroit,18789.67775,16890260.17
202,,26,163,539400,26163539400,5394,Census Tract 5394,G5020,S,1166815,0,+42.4258579,-083.1758620,Detroit,16790.48426,12558019.19
203,,26,163,539300,26163539300,5393,Census Tract 5393,G5020,S,1314752,0,+42.4348464,-083.1809086,Detroit,16594.19895,14150182.13
204,,26,163,539200,26163539200,5392,Census Tract 5392,G5020,S,1814237,0,+42.4418860,-083.1852528,Detroit,21202.24985,19525861.21
205,,26,163,539100,26163539100,5391,Census Tract 5391,G5020,S,622448,0,+42.4421933,-083.1662919,Detroit,10433.37098,6699171.573
206,,26,163,539000,26163539000,5390,Census Tract 5390,G5020,S,1307734,0,+42.4423439,-083.1516011,Detroit,15859.84954,14074621.3
207,,26,163,538900,26163538900,5389,Census Tract 5389,G5020,S,1286031,0,+42.4350607,-083.1513465,Detroit,15762.88836,13841070.57
208,,26,163,538800,26163538800,5388,Census Tract 5388,G5020,S,660948,0,+42.4350112,-083.1659258,Detroit,10655.73611,7113542.616
209,,26,163,525000,26163525000,5250,Census Tract 5250,G5020,S,3958989,1047762,+42.3036532,-083.0973176,Detroit,34016.60161,53887944.17
210,,26,163,530900,26163530900,5309,Census Tract 5309,G5020,S,1262451,0,+42.3753050,-083.1262756,Detroit,15930.83133,13587509.02
211,,26,163,538700,26163538700,5387,Census Tract 5387,G5020,S,1292503,0,+42.4240331,-083.1655643,Detroit,15848.64349,13910756.94
212,,26,163,538600,26163538600,5386,Census Tract 5386,G5020,S,1277524,0,+42.4278669,-083.1510894,Detroit,15781.94667,13749528.9
213,,26,163,538500,26163538500,5385,Census Tract 5385,G5020,S,1288343,0,+42.4206842,-083.1507627,Detroit,15828.17497,13865966.41
214,,26,163,538400,26163538400,5384,Census Tract 5384,G5020,S,1307395,0,+42.4244427,-083.1362309,Detroit,15969.89079,14071033.21
215,,26,163,538300,26163538300,5383,Census Tract 5383,G5020,S,2799494,16455,+42.4269590,-083.1237435,Detroit,22732.07122,30307095.93
216,,26,163,538200,26163538200,5382,Census Tract 5382,G5020,S,1406189,0,+42.4349753,-083.1300384,Detroit,18620.53542,15134300.63
217,,26,163,538100,26163538100,5381,Census Tract 5381,G5020,S,1485846,4172,+42.4413341,-083.1269354,Detroit,17386.87249,16036489.53
218,,26,163,537800,26163537800,5378,Census Tract 5378,G5020,S,827659,0,+42.3918919,-083.1877019,Detroit,14069.4917,8907917.468
219,,26,163,537700,26163537700,5377,Census Tract 5377,G5020,S,944672,0,+42.3980970,-083.1914647,Detroit,12958.72059,10167258.31
220,,26,163,537600,26163537600,5376,Census Tract 5376,G5020,S,950445,0,+42.4126361,-083.1920649,Detroit,12963.5444,10229329.23
221,,26,163,537500,26163537500,5375,Census Tract 5375,G5020,S,939987,0,+42.4053507,-083.1917756,Detroit,12946.27739,10116835.16
222,,26,163,537300,26163537300,5373,Census Tract 5373,G5020,S,1337496,0,+42.3848282,-083.1918279,Detroit,15682.76283,14395177.74
223,,26,163,537200,26163537200,5372,Census Tract 5372,G5020,S,1212296,0,+42.3881477,-083.1758564,Detroit,14357.58711,13047644.73
224,,26,163,537100,26163537100,5371,Census Tract 5371,G5020,S,1136671,0,+42.3979765,-083.1765031,Detroit,14792.00395,12233673.76
225,,26,163,537000,26163537000,5370,Census Tract 5370,G5020,S,1006722,0,+42.4057432,-083.1771291,Detroit,13470.55397,10835039.08
226,,26,163,536900,26163536900,5369,Census Tract 5369,G5020,S,974592,0,+42.4129308,-083.1776478,Detroit,13050.99484,10489252.8
227,,26,163,536800,26163536800,5368,Census Tract 5368,G5020,S,634692,0,+42.4064903,-083.1658850,Detroit,12435.58168,6830980.837
228,,26,163,536700,26163536700,5367,Census Tract 5367,G5020,S,643751,0,+42.3987581,-083.1643604,Detroit,10525.56753,6928514.606
229,,26,163,536600,26163536600,5366,Census Tract 5366,G5020,S,1843081,0,+42.3899155,-083.1588972,Detroit,20846.01672,19836597.89
230,,26,163,536500,26163536500,5365,Census Tract 5365,G5020,S,1260539,0,+42.3884460,-083.1445271,Detroit,17001.62587,13566894.62
231,,26,163,536400,26163536400,5364,Census Tract 5364,G5020,S,1289590,0,+42.3989571,-083.1498100,Detroit,15787.64248,13879502.85
232,,26,163,536300,26163536300,5363,Census Tract 5363,G5020,S,1284524,0,+42.4061973,-083.1501123,Detroit,15768.45951,13824951.91
233,,26,163,536200,26163536200,5362,Census Tract 5362,G5020,S,672847,0,+42.4127063,-083.1641142,Detroit,12726.22008,7241632.71
234,,26,163,536100,26163536100,5361,Census Tract 5361,G5020,S,1295098,0,+42.4134413,-083.1504213,Detroit,15795.7131,13938734.87
235,,26,163,535700,26163535700,5357,Census Tract 5357,G5020,S,650215,0,+42.3624512,-083.1629391,Detroit,10624.3431,6998155.506
236,,26,163,535600,26163535600,5356,Census Tract 5356,G5020,S,1298510,0,+42.3551099,-083.1675599,Detroit,15907.11976,13975691.12
237,,26,163,535500,26163535500,5355,Census Tract 5355,G5020,S,978045,0,+42.3546687,-083.1894514,Detroit,13259.30517,10526566.29
238,,26,163,535400,26163535400,5354,Census Tract 5354,G5020,S,985063,0,+42.3619120,-083.1897249,Detroit,13282.49565,10602065.54
239,,26,163,535300,26163535300,5353,Census Tract 5353,G5020,S,1927417,0,+42.3727250,-083.1899689,Detroit,19163.64842,20744448.14
240,,26,163,535200,26163535200,5352,Census Tract 5352,G5020,S,1406405,0,+42.3783005,-083.1753987,Detroit,15742.62439,15136829.64
241,,26,163,535100,26163535100,5351,Census Tract 5351,G5020,S,970809,0,+42.3694786,-083.1753696,Detroit,13225.27304,10448657.56
242,,26,163,535000,26163535000,5350,Census Tract 5350,G5020,S,1277032,0,+42.3603948,-083.1762139,Detroit,18446.52652,13744514.74
243,,26,163,534700,26163534700,5347,Census Tract 5347,G5020,S,1073921,0,+42.3591263,-083.1538569,Detroit,15050.79048,11558459.27
244,,26,163,534600,26163534600,5346,Census Tract 5346,G5020,S,808527,0,+42.3555106,-083.1437193,Detroit,12387.97155,8702046.719
245,,26,163,534500,26163534500,5345,Census Tract 5345,G5020,S,1217240,0,+42.3652492,-083.1451954,Detroit,15575.57428,13101014.03
246,,26,163,534400,26163534400,5344,Census Tract 5344,G5020,S,926768,0,+42.3693259,-083.1588593,Detroit,14537.36716,9974646.236
247,,26,163,534300,26163534300,5343,Census Tract 5343,G5020,S,763075,0,+42.3749313,-083.1627851,Detroit,13964.6286,8212812.754
248,,26,163,534200,26163534200,5342,Census Tract 5342,G5020,S,1693674,0,+42.3798594,-083.1559200,Detroit,19200.20547,18228657
249,,26,163,534100,26163534100,5341,Census Tract 5341,G5020,S,763226,0,+42.3750600,-083.1423228,Detroit,12902.27498,8214519.053
250,,26,163,533700,26163533700,5337,Census Tract 5337,G5020,S,836297,0,+42.3569040,-083.1335477,Detroit,13120.55238,9000964.122
251,,26,163,533600,26163533600,5336,Census Tract 5336,G5020,S,890734,0,+42.3563635,-083.1217128,Detroit,12824.92915,9586845.203
252,,26,163,533500,26163533500,5335,Census Tract 5335,G5020,S,472739,0,+42.3624806,-083.1312395,Detroit,11695.20626,5087976.312
253,,26,163,533400,26163533400,5334,Census Tract 5334,G5020,S,1234730,0,+42.3633711,-083.1191094,Detroit,16700.95465,13289232.48
254,,26,163,533300,26163533300,5333,Census Tract 5333,G5020,S,690233,0,+42.3621943,-083.1067231,Detroit,10959.87991,7428882.393
255,,26,163,533200,26163533200,5332,Census Tract 5332,G5020,S,626351,0,+42.3687113,-083.1111289,Detroit,10390.17599,6741302.261
256,,26,163,533100,26163533100,5331,Census Tract 5331,G5020,S,610243,0,+42.3718956,-083.1019312,Detroit,10265.70085,6567913.843
257,,26,163,533000,26163533000,5330,Census Tract 5330,G5020,S,743564,0,+42.3655279,-083.0976664,Detroit,11305.90881,8002859.346
258,,26,163,532700,26163532700,5327,Census Tract 5327,G5020,S,585116,0,+42.3752477,-083.0927712,Detroit,10082.75575,6297498.072
259,,26,163,532600,26163532600,5326,Census Tract 5326,G5020,S,706339,0,+42.3689514,-083.0885598,Detroit,11030.06106,7602210.351
260,,26,163,532400,26163532400,5324,Census Tract 5324,G5020,S,546624,0,+42.3784502,-083.0840723,Detroit,9711.987615,5883184.261
261,,26,163,532300,26163532300,5323,Census Tract 5323,G5020,S,676333,0,+42.3840376,-083.0891148,Detroit,11661.35392,7279233.086
262,,26,163,532200,26163532200,5322,Census Tract 5322,G5020,S,699727,0,+42.3884007,-083.0939521,Detroit,11711.67472,7530991.992
263,,26,163,531900,26163531900,5319,Census Tract 5319,G5020,S,708605,0,+42.3902385,-083.1062989,Detroit,14754.18708,7626576.06
264,,26,163,531800,26163531800,5318,Census Tract 5318,G5020,S,868850,0,+42.3903871,-083.1146956,Detroit,12326.56254,9351216.73
265,,26,163,531700,26163531700,5317,Census Tract 5317,G5020,S,749294,0,+42.3980117,-083.1171527,Detroit,11970.64595,8064441.463
266,,26,163,531600,26163531600,5316,Census Tract 5316,G5020,S,559379,0,+42.3941530,-083.1282997,Detroit,9803.222202,6020445.2
267,,26,163,531500,26163531500,5315,Census Tract 5315,G5020,S,865980,0,+42.3870970,-083.1235622,Detroit,12332.54973,9320350.914
268,,26,163,531400,26163531400,5314,Census Tract 5314,G5020,S,502012,0,+42.3803842,-083.1189728,Detroit,9404.675473,5403056.561
269,,26,163,531300,26163531300,5313,Census Tract 5313,G5020,S,579536,0,+42.3833022,-083.1097921,Detroit,10023.58858,6237394.905
270,,26,163,531200,26163531200,5312,Census Tract 5312,G5020,S,1079279,0,+42.3788297,-083.1020097,Detroit,14781.83023,11616059.85
271,,26,163,531100,26163531100,5311,Census Tract 5311,G5020,S,623803,0,+42.3748819,-083.1152689,Detroit,10374.81093,6713863.493
272,,26,163,530800,26163530800,5308,Census Tract 5308,G5020,S,1167896,0,+42.3716662,-083.1339332,Detroit,15160.91556,12569855.54
273,,26,163,530500,26163530500,5305,Census Tract 5305,G5020,S,750419,0,+42.3844331,-083.1340130,Detroit,11730.29237,8076573.718
274,,26,163,530400,26163530400,5304,Census Tract 5304,G5020,S,445674,0,+42.3909517,-083.1361282,Detroit,9033.399331,4796658.017
275,,26,163,530300,26163530300,5303,Census Tract 5303,G5020,S,1611629,0,+42.4008029,-083.1306653,Detroit,18801.73098,17345482.05
276,,26,163,530200,26163530200,5302,Census Tract 5302,G5020,S,1426268,0,+42.4111231,-083.1341948,Detroit,15822.96825,15350540.02
277,,26,163,530100,26163530100,5301,Census Tract 5301,G5020,S,1292334,0,+42.4096746,-083.1216653,Detroit,16698.34217,13908994.45
278,,26,163,526400,26163526400,5264,Census Tract 5264,G5020,S,567045,0,+42.3405358,-083.1309829,Detroit,10833.53419,6103039.67
279,,26,163,526300,26163526300,5263,Census Tract 5263,G5020,S,1013504,0,+42.3390784,-083.1384863,Detroit,13852.01403,10908254.39
280,,26,163,526200,26163526200,5262,Census Tract 5262,G5020,S,702689,0,+42.3372007,-083.1452619,Detroit,13112.19801,7562973.886
281,,26,163,526100,26163526100,5261,Census Tract 5261,G5020,S,683496,0,+42.3334778,-083.1520873,Detroit,11295.23413,7356469.731
282,,26,163,526000,26163526000,5260,Census Tract 5260,G5020,S,1679893,0,+42.3259356,-083.1429717,Detroit,18595.63448,18080584.2
283,,26,163,525800,26163525800,5258,Census Tract 5258,G5020,S,564971,0,+42.3332194,-083.1284291,Detroit,11837.39081,6080773.081
284,,26,163,525700,26163525700,5257,Census Tract 5257,G5020,S,1363781,0,+42.3267956,-083.1262619,Detroit,15942.63839,14678332.17
285,,26,163,525600,26163525600,5256,Census Tract 5256,G5020,S,778857,0,+42.3282644,-083.1115806,Detroit,12430.08119,8382832.647
286,,26,163,525500,26163525500,5255,Census Tract 5255,G5020,S,875685,0,+42.3340140,-083.1093553,Detroit,13900.92153,9424947.512
287,,26,163,525400,26163525400,5254,Census Tract 5254,G5020,S,1203860,0,+42.3391838,-083.1140246,Detroit,16032.94062,12957083.59
288,,26,163,527300,26163527300,5273,Census Tract 5273,G5020,S,1016296,0,+42.3457181,-083.1184380,Detroit,13842.60341,10938317.24
289,,26,163,527200,26163527200,5272,Census Tract 5272,G5020,S,637165,0,+42.3515946,-083.1186144,Detroit,14022.14833,6857741.836
290,,26,163,524700,26163524700,5247,Census Tract 5247,G5020,S,2034764,0,+42.2739530,-083.1526152,Detroit,21189.18405,21900504.62
291,,26,163,524500,26163524500,5245,Census Tract 5245,G5020,S,2767947,126346,+42.2868892,-083.1512103,Detroit,26092.61161,31151556.14
292,,26,163,524300,26163524300,5243,Census Tract 5243,G5020,S,1588716,51534,+42.3001177,-083.1320379,Detroit,24575.80779,17654125.67
293,,26,163,524200,26163524200,5242,Census Tract 5242,G5020,S,864528,0,+42.3070018,-083.1291089,Detroit,13336.6241,9304949.807
294,,26,163,524100,26163524100,5241,Census Tract 5241,G5020,S,1822596,8689,+42.3113650,-083.1373320,Detroit,20138.60593,19710136.16
295,,26,163,524000,26163524000,5240,Census Tract 5240,G5020,S,1627952,0,+42.3169861,-083.1199144,Detroit,18827.15065,17521683.96
296,,26,163,523800,26163523800,5238,Census Tract 5238,G5020,S,1287632,0,+42.3078841,-083.1139929,Detroit,18115.63729,13858835.48
297,,26,163,523400,26163523400,5234,Census Tract 5234,G5020,S,770160,0,+42.3196503,-083.0910903,Detroit,12172.28113,8289232.919
